(Do Not Modify) Licence,(Do Not Modify) Modified On,(Do Not Modify) Row Checksum,Contact Email,Contact Phone Number,Establishment Address City,Establishment Address Postal Code,Establishment Address Street,Investigated / Applied Online,LG / IN,Licence Type,Licensee,Name,Notes,Website URL
3ccff19f-4573-eb11-b81b-005056832755,"February 17, 2025 8:00 PM (PST)",6xS/MBgQ2C/fT3QCBCArzgYxlWnTGkxvvjKGs2xjAfFXltDyAzTYkv3SKIo/PsCpMAM3Ql3ZQA143SsoMze8Yw==,,,THETIS ISLAND,V0R2Y0,46 Harbour Road,No,Islands Trust,Liquor Primary,Thetis Island Resorts Ltd.,THETIS ISLAND MARINA (116536),,
c5ca6985-c6a2-ef11-b84e-005056836bf0,"December 23, 2024 5:58 PM (PST)",8rbzSFTtZf5DaGLEzL2sAiqmOEI4qwIIw5vBTmos44SbgGd94Qa/kXUYOMaPp+O+eudoi6fqZnXGfBgSdJJOKA==,,,TOFINO,V0R2Z0,331 Main St,No,Tofino,Liquor Primary,Royal Canadian Legion #65,"ROYAL CANADIAN LEGION, BRANCH NO. 65",,
be7dd2c1-9673-eb11-b81b-005056832174,"June 2, 2025 6:55 PM (PDT)",X6H51rHZuJJWjtTVglJNf8K2xEh5j09azD1IrKH9ArrL6xHvApSQjAHoo7BnzFT5O0g1jqpha9e3VFdpFozGCQ==,,,TOFINO,V0R2Z0,634 Campbell St,No,Tofino,Liquor Primary,SHELTER RESTAURANT WATERFRONT LTD.,Shelter Restaurant,,
ff4bdabb-9673-eb11-b81b-005056832174,"June 3, 2025 8:07 PM (PDT)",ml+Mp/8jcisAjaMmVveqUaygrWtvGpozqkvSPa7MoXvnmf5IXdq93D7MMZ8x6tJRYx9Xvn2DkHWkNAGdheKmCA==,,,TOFINO,V0R2Z0,500 OSPREY LANE,No,Tofino,Liquor Primary,Wickaninnish Inn Limited,On The Rocks Lounge (172701),,
874bdabb-9673-eb11-b81b-005056832174,"December 17, 2024 6:46 PM (PST)",TrpPpSRPfMeRQ/0DX3IJCIqaiDn9KXa8UiIStnHLPkuuQadDU5TfYJSqTK1S41rId3aczzQSs9Vj4gaVru5JHQ==,,,TOFINO,V0R2Z0,120 1st Street,No,Tofino,Liquor Primary,Maquinna Enterprise Inc.,The Maq Hotel (006369),,
20d2f19f-4573-eb11-b81b-005056832755,"March 24, 2025 4:20 PM (PDT)",37QUGE6uWE0/q01tl6nK48IRoQ2dkxVUwsjxM5D9olacIHPftuSPQc7YGN+1MPA5/WLGsRyZ23YLHaP+rysxcA==,,,TRAIL,V1R4A7,1389 Bay Ave,No,Trail,Liquor Primary,BOAZ ENTERPRISES LTD.,CROWN POINT HOTEL (091339),,
4ed1f19f-4573-eb11-b81b-005056832755,"May 21, 2025 5:32 PM (PDT)",2anIBTPh3No6lrg8YgRop+t9Vm7oooP4zip2sHvHY6Nsz8WiLBnyS5uRJPL/YzdOTKONH9FW/yIyfH9PT8oK0Q==,,,TRAIL,V1R3N7,1001 ROSSLAND AVE,No,Trail,Liquor Primary,TERRA NOVA MOTOR INN LTD.,BEST WESTERN TERRA NOVA HOTEL (070539),,
f2c7f19f-4573-eb11-b81b-005056832755,"April 7, 2025 7:47 PM (PDT)",3y5A/O9ND9V5QSR7V89CAViCj/Kd6x1DrsdL4CJat52si19bn218pOllqfpj5ppidhVGzvSUmSQwmZtxRK81ug==,,,TRAIL,V1R3T3,1051 VICTORIA STREET,No,Trail,Liquor Primary,City Of Trail,Cominco Arena (300656),,
d8cff19f-4573-eb11-b81b-005056832755,"December 6, 2024 7:39 PM (PST)",I3+uFOA2B/HsVAHwQ935XxP0zjomeQ2Y0QJaqWNugwnH0Szug3c4O+M0SE7vpaQ3F2SlY+XbvwZky4U7rMUy5w==,,,UCLUELET,V0R3A0,596 Marine Drive,No,Ucluelet,Liquor Primary,BLACK ROCK MANAGEMENT INC.,Black Rock Oceanfront Resort (303302),,
5ecdf19f-4573-eb11-b81b-005056832755,"January 2, 2025 9:00 PM (PST)",TUp3xGjMkAFKL68x7+rGTyur8lh4slWmxonRi9J6ExHk2AqyuP7xsE22DbVbTZ0C26bqGtTESmIPxyQ3lcwKFQ==,,,Tumbler Ridge,V0C2W0,380 Pioneer Way,No,Tumbler Ridge,Liquor Primary,Royal Canadian Legion BR #286,"Royal Canadian Legion, Branch No. 286",,
bed5f19f-4573-eb11-b81b-005056832755,"May 21, 2025 6:29 PM (PDT)",IzDkVgLJHwLiKtARszb8ih3XBxWRg3yiKkbr0gqhRum1a0KRJT3ie+B605eBh4kY1kLaFi0zaO0ODvJl0i4FQQ==,,,TRAIL,V1R3W7,975 Spokane St,No,Trail,Liquor Primary,CEE-JOY HOLDINGS LTD.,ARLINGTON HOTEL (TRAIL) (009349),,
f0c8f19f-4573-eb11-b81b-005056832755,"June 18, 2024 4:13 PM (PDT)",dT/GxCSl7Jsy1yQZFxnQhoiSNSqIeuDDG8ZZhyxHI9aBN1471J7N8GBPFT+nwi+sjBNijdzhvOsz/tnXpaJ9PA==,,,UCLUELET,V0R3A0,1990 Bay Street,No,Ucluelet,Liquor Primary,WONDERFUL HOTEL & RESORT MANAGEMENT LTD.,Island West Resort (144118),,
d62ec013-ba1b-f011-b854-005056836bf0,"May 23, 2025 3:52 PM (PDT)",o7uokYcOobK21VANuGTytb5PaqwaZxKOFVAuaBbpRYQoU74S9lbBpb79pYT+7uaLA82I0babjjjrQmyJ280TIA==,info@monzoburger.com,,Vancouver,V6Z0E5,1401 Granville Street,Yes,City of Vancouver,Liquor Primary,MONZO RESTAURANTS LTD.,Monzo,,https://www.monzoburger.com/#contact
4ecbf19f-4573-eb11-b81b-005056832755,"March 12, 2025 10:26 PM (PDT)",pSYQCy1FukJi1cCaiXwV9PAxyQvzAcf0VJ9kH+VvfrgldOtiER5psOVuwCDcg85FHUdTlAxrGkkoBqEgX2w8VA==,,,UCLUELET,V0R3A0,1708 Peninsula Rd,No,Ucluelet,Liquor Primary Club,"The Army, Navy & Air Force Veterans in Canada - Unit 293","Army, Navy & Air Force Veterans in Canada, #293 (012131)",,
8e0ac1aa-5503-f011-b853-005056836bf0,"May 23, 2025 6:05 PM (PDT)",g1qhV5CbYCjVtiLxIjsjO907DK6ZPkL74ZTsNp/ShCTlMOD05QLJFfzYWzpcL88XMSFl7OTYCBl4psaq8sg6Pw==,,,Vancouver,V6E1N2,1157 Davie Street,Yes,City of Vancouver,Liquor Primary,MEDITRANEAN GRILL AND BAR LTD.,Mediterranean Grill and Bar,,mediterranean-grill.com
1da47018-90ae-ef11-b850-005056836bf0,"May 14, 2025 9:02 PM (PDT)",r5n2CHSrKzLugrh11ABbjTLfbypUG2iR2gGi9aJXHycH4nVmc3GY9LnrUQD6AcagjOxDl/JoBEVn5AhzpnZBZQ==,,,Vancouver,V6Z1K7,855 Granville Street,Yes,City of Vancouver,Liquor Primary,CINEPLEX ENTERTAINMENT LIMITED PARTNERSHIP,The Rec Room Granville,,https://www.therecroom.com/granville
448a41ed-f42c-ef11-b84d-005056838fcd,"May 11, 2025 11:33 PM (PDT)",N6W4MJBRLI7FHO6UfMXKXk2zzvq67HriLOsOrN0rfgZRnZTjJkpKdIi2yA3nHE/HxFRFXNF0tuKGq15pQFdJ/g==,burrardqueen@gmail.com,,Vancouver,V6B5E7,"750 Pacific Blvd, Dock A",Yes,City of Vancouver,Liquor Primary,BOP (COLE HARBOUR) INVESTMENTS LTD.,MV Burrard Queen,,
837ac00c-3ef4-ed11-b83f-005056838fcd,"April 8, 2025 9:12 PM (PDT)",rkfdGD/J1a9laJ77VpA4XxXUGekYhUKwjD8I1aUt8qWcv90OEkXSzK6Xz0S70jmhiFPM6lPZmpoFJs/ttrSv0A==,,,Vancouver,V5Y1K2,67 West 6th Avenue,Yes,City of Vancouver,Liquor Primary,TURNTABLE HOSPITALITY CORPORATION,Mt. Pleasant Vintage & Provisions,,
32237a44-baee-ed11-b841-005056836bf0,"March 13, 2025 9:45 PM (PDT)",8DNhM69Ga5q8+tfI8SQLRa4UQ1/9C2iwAy3HAZSj9bJ9getugTcJkEVtO6z26DnwHLAFtl4ghRGtYvqqhbodow==,,,Vancouver,V5K5J1,2901 East Hastings Street,Yes,City of Vancouver,Liquor Primary,Pacific National Exhibition,Playland Ride Side Bar,PNE again,
c4506e55-510e-ef11-b84b-005056838fcd,"May 20, 2025 8:17 PM (PDT)",ilXOzrKcjRgWjsmdhGN9Who89h86OmbHmInzichZvPY0j9i3OBeeiMUqB5HYpFtH3QVcqG9sSKJ11WkFMJXigA==,dunbar@shamrockstorehouse.com,,Vancouver,V6G2M9,102-1184 Denman Street,Yes,City of Vancouver,Liquor Primary,0970548 B.C. Ltd.,Shamrock Bar,,https://www.shamrockstorehouse.com/
59207cbf-2a75-eb11-b81b-005056832174,"December 1, 2024 11:00 PM (PST)",pX82ViBtEjPsbMavI1hZMD9LnEGONg5HCjSV6JoV0DYDZup3b6GB8Hfk+glV6UBzYl86tHJh7dp8qGRbEVgbpQ==,,,Vancouver,V6C1N5,"4th Floor, 737 Dunsmuir Street",Yes,City of Vancouver,Liquor Primary,"HOLT, RENFREW & CO., LIMITED - HOLT, RENFREW & CIE, LIMITEE",The Apartment (Holt Renfrew Vancouver),,
c6d6f19f-4573-eb11-b81b-005056832755,"May 9, 2025 12:43 AM (PDT)",eUyxH16lacHUMxZ2wDZsRfGh60I7u/eePgvtEEqWMQEvrG38xOhYb1+vRUwJ823EUbu2fvQO7VlfxgyWTRmZaQ==,info@privevancouver.com,,Vancouver,V6H4B1,200 - 1001 West Broadway,Yes,City of Vancouver,Liquor Primary,1111539 B.C. LTD.,Prive (308754),,https://privevancouver.com/about
28c79b2c-64d8-eb11-b82a-005056836bf0,"May 16, 2025 12:22 AM (PDT)",JUcfj0/WI4EUu6atsTYKX2Njr7nIDYxrGGo15arCJOgiGxEnaAAkwbRxOwrjm3PGZZCI9PyXAmV+11DEbROZdQ==,,,Vancouver,V5L3Y2,1566 Commercial Drive,Yes,City of Vancouver,Liquor Primary,1174278 B.C. LTD.,Bar Corso,,
c8d6f19f-4573-eb11-b81b-005056832755,"August 6, 2024 5:00 PM (PDT)",9WdujWKsJow9tO5NiIe9Le2IqYv+duIAbP+yP3486CT41vUYOrrs7uSEBh/tWV2E1x88ZnTtbWZHXlN/tBzRFQ==,,,Vancouver,V6B2P1,"Lower Level, 695 Cambie Street ",Yes,City of Vancouver,Liquor Primary,VENTURA HOSPITALITY LTD.,Ventura (308513),`,
cb4bdabb-9673-eb11-b81b-005056832174,"April 8, 2025 2:14 PM (PDT)",HH3lE1Ns5wPcSzNdhoBiRJ5f2Qq3x3HgfQm0qFc6xynxPWKomgFWi5vleKSwoAIKPTUDKCh32BN53i2iWe5xXw==,,,Vancouver,V6G3E2,8901 Stanley Park Drive,Yes,City of Vancouver,Liquor Primary,RTD Canada Inc.,Stanley Park Brewing Co. (308369),,
8cc8f19f-4573-eb11-b81b-005056832755,"March 14, 2025 7:11 PM (PDT)",dgm5FCDQ9oi+D5SMLuWc1TLd3mfMjR4nSB4A4/qo8jCRhHqrD8Wr53GtKRdqktYq0iUveFbKIQfocRA5jdFlKQ==,,,Vancouver,V6C0C3,78 - 1055 Canada Place,Yes,City of Vancouver,Liquor Primary,B.C. PAVILION CORPORATION,Lot 185 Cafe and Wine Bar,,
c8d0f19f-4573-eb11-b81b-005056832755,"March 17, 2025 5:59 PM (PDT)",YSZ1nmPSEh+RM+AGgmJB/akoDZG6JiRoQHRHuBqeyx8lkFTMTZw0+QiWmnDfkuLCX5TlwY9f1OLS0Jfvnd+sAg==,,,Vancouver,V5K1Y8,2471 East Hastings Street,Yes,City of Vancouver,Liquor Primary,0974777 B.C. Ltd.,The Brighton Public House (308162),no email,
9ecdf19f-4573-eb11-b81b-005056832755,"May 20, 2025 7:58 PM (PDT)",FBstGxYsXhq9rfF9vzaOx4GVX/GgXOq89f8T4HS98SHYqhBRIIfIDCasZBAnlyffIBvZEDwIcsXNXORAVFjRRQ==,,,Vancouver,V5K5J1,2901 East Hastings Street,Yes,City of Vancouver,Liquor Primary,Pacific National Exhibition,P.N.E. Forum (307610),No open positions,https://www.pne.ca/jobs/
514cdabb-9673-eb11-b81b-005056832174,"January 13, 2025 11:34 PM (PST)",JFmUPnNv+TAhKjkGrzf2ms09lIuaM9PYs8hJlDOW5NOuRFzyFFeJyOv9VGdjQCrSp7Gwr5z74dsxq4nJSYZzkQ==,,,Vancouver,V5V4B9,3296 Fraser Street,Yes,City of Vancouver,Liquor Primary,1080262 B.C. Ltd.,Bells and Whistles Pub (307600),,
56d2f19f-4573-eb11-b81b-005056832755,"April 25, 2025 8:50 PM (PDT)",UocZXFUnk859dHJTwppp4bgdN6m7g/UHplA4Q7DUm3B12f4j5t6wwXLntqB5rOta85HwH3axL7YR+f+okaeT/Q==,,,Vancouver,V6K1A1,2401 Point Grey Road,Yes,City of Vancouver,Liquor Primary Club,KITSILANO YACHT CLUB,Kitsilano Yacht Club (307928),,
b2d6f19f-4573-eb11-b81b-005056832755,"January 25, 2025 12:29 AM (PST)",w+OP2RA0murOQDPnK/bcLB9pW2/3e+9sE+835mHg4t82tpA5mu3MzWadubb5MxiOX/xdVNg/PxHuyI9AfUc73Q==,,,Vancouver,V6T2A1,2765 Wesbrook Mall,Yes,Metro Vancouver Regional District,Liquor Primary,University of British Columbia,Gerald McGavin UBC Rugby Centre (307262),,
087dd2c1-9673-eb11-b81b-005056832174,"May 27, 2025 7:50 PM (PDT)",z0mTGwjJPxI0xzAYCWjm2cP3Aj7jrzOylVDKt27X+/NiCCrixn2nUHNmvEoonPxiwxoUgFaKkvDmmw6E6UIubQ==,careers@afterdarkhospitality.com,,Vancouver,V6E0C6,"3rd Floor, 1161 Georgia St W",Yes,City of Vancouver,Liquor Primary,BRJ Investments Inc.,Mansion,,https://mansionclub.ca/pages/contact
9ed3f19f-4573-eb11-b81b-005056832755,"May 27, 2025 7:57 PM (PDT)",bLAvkB9znxZOAFPqu016XrNrfxxuWicu1N5Wp6VMDifIgrsYNYVj4Hb8Ehl6d5B7G80vZocwvk8XW56JCZSo2A==,info@karmalounge.ca,,Vancouver,V6E0C6,1161 West Georgia St (Upper Lobby on Ground Floor),Yes,City of Vancouver,Liquor Primary,BRJ Investments Inc.,"Karma Lounge ",,https://karmalounge.ca/
52c7f19f-4573-eb11-b81b-005056832755,"February 10, 2025 11:16 PM (PST)",dPEMR6WNckbaLQWTsRS6ipunq54KfOFXQUHkOqkJHU8kZSe2UHVA8KbIrgphpl4/MMrjXZ9IIYTH8Mpdeg5ZKg==,,,Vancouver,V6B1T1,330 West Pender Street,Yes,City of Vancouver,Liquor Primary,THE PERMANENT LIBRARY LIMITED,The Permanent (306626),,
b0d6f19f-4573-eb11-b81b-005056832755,"April 22, 2025 11:58 PM (PDT)",qLp7IGWS+7mVMLtCs663PWGMM44thSde1yaRM+5CJFnZEJ2ETgBb+Qjo2KsV+Hx4jmlWGa/8I5bmqEbgKYEnlA==,,,Vancouver,V6A2W8,1601 Main Street,Yes,City of Vancouver,Liquor Primary,641486 B. C. Ltd.,Johnnie Fox's (306884),Doesnt ahve functioning website :(,
c4d6f19f-4573-eb11-b81b-005056832755,"May 16, 2025 11:55 PM (PDT)",G261ybHjxcBmORrpq9gXbBdBVV01vx6n1s6XSBitUI4xCLqK8b9wCg0ZWL9DiBTs3khB3wINKAa3AeEt40Q9pA==,info@bardonthebeach.org,,Vancouver,V5Y0H6,162 West 1st Avenue,Yes,City of Vancouver,Liquor Primary,THE ARTS CLUB OF VANCOUVER THEATRE SOCIETY,BMO Theatre (306971),,
9cc8f19f-4573-eb11-b81b-005056832755,"May 9, 2025 3:05 AM (PDT)",hC9fqfWhjI7c/TG4ZlGSpQfQpJ4wCWu6Z1V/OnWzjtO8xXR9AR1w/41MwY+TnmEzIk9V+ShY910krne9khJR8g==,sean@theparlourrestaurants.com,,Vancouver,V6B5T4,1011 Hamilton Street,Yes,City of Vancouver,Liquor Primary,H & R Restaurants Limited,The Parlour (306300),,https://theparlourrestaurants.com/reservations-yaletown/
a2c8f19f-4573-eb11-b81b-005056832755,"February 6, 2025 9:53 PM (PST)",lcvrqpTlA841vbGlkiphCeViGCnG7n6MdlrNOmqyvqQd/IenUyrte/Uk+SzWaArGClXbY0M/jwlnIDXmq6U/0g==,,,Vancouver,V6B5E8,455 Waterfront Rd W,Yes,City of Vancouver,Liquor Primary,Helijet International Inc.,Helijet Vancouver Terminal,,
5b4cdabb-9673-eb11-b81b-005056832174,"November 15, 2024 2:00 AM (PST)",RUO2uDtPpmGhgAGXNZNlXG4NvGucJoO8SRd0JYxsE4JML73KuaKt+KcF/34LLZmLxUC8bjpKhaU+EK8sBuxKVQ==,,,Vancouver,V5W2H3,727 East 49th Avenue,Yes,City of Vancouver,Liquor Primary,"Army, Navy & Air Force in Canada South Vancouver Unit 26",Unit 26 (306245),,
90c7f19f-4573-eb11-b81b-005056832755,"June 13, 2024 12:00 AM (PDT)",ZEdXzhusToQsMRL31vJiQR0jl3C3QjH8JUoSbrkTvA7V5jHTM0kx+Arf2jDEovFXvk6+g+rKaw/o9KroEltfyw==,,,Vancouver,V6B3M7,1181 Seymour Street,Yes,City of Vancouver,Liquor Primary,GREATER VANCOUVER INTERNATIONAL FILM FESTIVAL SOCIETY,Vancouver International Film Centre (Vancity Theatre),,
8bc1482a-8f73-eb11-b81b-005056832174,"May 9, 2025 4:44 PM (PDT)",+s/YJBm+qB8Hq3VL7Hk4GiAnakqr/DKHEaCf4FZXHmU5qSrUBaAh489n5sBl6riPoH17bobcHsqRDobTkA1vhw==,careers@brewhall.com,,Vancouver,V5T1B3,97 East 2nd Avenue,Yes,City of Vancouver,Liquor Primary,BREWHALL BEER CO. LTD.,Brewhall (306146),,
34d0f19f-4573-eb11-b81b-005056832755,"May 16, 2025 12:13 AM (PDT)",ikKzjV+XXHjmfJokhdW61WpnkgQZxymg9m8g6X2f5hVgrXNxk7uwq3RjKcLDSJyL/rNWHNib0+bPWJTpUu214Q==,,,Vancouver,V5L3W3,639 Commercial Drive,Yes,City of Vancouver,Liquor Primary,The Vancouver East Cultural Centre,York Theatre (306105),,
16c8f19f-4573-eb11-b81b-005056832755,"June 6, 2024 5:00 PM (PDT)",7xPumaLaqFUNnQ+EGs9fdAo+lpW12FiNQ/MjAaa7g/cG3WOoLGCEzsdK28QFC7hhY6kxw/+/WYuFybJ3EZkSAA==,,,Vancouver,V6H3J8,3014 Granville Street,Yes,City of Vancouver,Liquor Primary,Breakfast Table Eatery Group Ltd.,Breakfast Table (305509),,
14c7f19f-4573-eb11-b81b-005056832755,"May 27, 2025 8:41 PM (PDT)",Sq8oGxm1bgDbne5b81FlnYpLI2ibLjI7gMBOxlwmuixKBaQfK71wqYO4gQUw+Jg+4baNkxQAPh2eEadGcZmW0Q==,careers@vesperlounge.ca,,Vancouver,V6C2E8,"2nd Floor, 595 Hornby Street",Yes,City of Vancouver,Liquor Primary,0803742 B.C. Ltd.,Vesper (305865),,https://vesperlounge.ca/
84c7f19f-4573-eb11-b81b-005056832755,"March 24, 2025 11:00 PM (PDT)",DMRQwRjQVN9RN0dzyAtsc+q7mZansDuFWyxoUmv0QlSSFfE5+GlFHuyR7lw7bv+wzTTY1FbcNKkp++qwKEc1sQ==,,,Vancouver,V6B5P2,1131 Mainland Street,Yes,City of Vancouver,Liquor Primary,MAINLAND RESTAURANT GP INC.,The Yaletown Distillery Bar (305374),Already applied with the yaletown brew,
22c8f19f-4573-eb11-b81b-005056832755,"January 8, 2025 1:07 AM (PST)",cvAMeKFQj18e+aN/5MZL42lNnbjYZccIxqURI43CjNa6IA/KgmhHvkKXE5c6CJ0YFpg/TR41mBaKQwPcRViL1w==,,,Vancouver,V6E1N3,1262 Davie Street,Yes,City of Vancouver,Liquor Primary,Ritchie Hospitality Ltd.,Score on Davie (305202),,
f8c6f19f-4573-eb11-b81b-005056832755,"May 27, 2025 8:46 PM (PDT)",ApmuMHQ2oiAD/fIVK5WENDQAZugxsfybx3FL7/dPrGEEwmjA1M9HkdayrK5m0RNjlxDSF5JxM579BrMABf7DFg==,dayle@thebeagle.ca,,Vancouver,V6K2E4,2283 West Broadway,Yes,City of Vancouver,Liquor Primary,GOLDEN ROAD CONSULTING LTD.,The Regal Beagle Bar & Grill (304904),,https://thebeagle.ca/
3ddcc2b5-9673-eb11-b81b-005056832174,"April 14, 2025 7:40 PM (PDT)",9N46gkxoMngl/DKDuTlFhwBrxxaBYNEIg6Ptu48eMQL+Jsvy9MJxLnelrMXAwyNX4BqaDucA6d7S1RTxMx7rQw==,,,Vancouver,V6B1H4,149 West Hastings Street,Yes,City of Vancouver,Liquor Primary,Simon Fraser University,School for the Contemporary Arts (Simon Fraser University) (304889),University arts department?,
e9ba5fe7-9173-eb11-b81b-005056832174,"May 15, 2025 8:42 PM (PDT)",9MQLi/R6ahB9DmQtMUZojdZ5zw0hO3Cl5u068hykyToZ9hXxR9VrYqFdZS+jp5pIFdTuWy6MwpDCjvWWcT3uBg==,,,Vancouver,V6C0C3,26-1055 Canada Place Way,Yes,City of Vancouver,Liquor Primary,Ahluwalia Hospitality Coal Harbour Ltd.,Chop Steakhouse & Bar,,https://chop.ca/locations/coal-harbour/careers
eccff19f-4573-eb11-b81b-005056832755,"June 3, 2025 6:12 PM (PDT)",UsVKqAylGORsiWNMS/Q0w1s4ZJ/qkqDKVn64ODqaQfQdC++LhLHJkpRHDjHgIz+TfXatSUux4Lc1F9Q8LYSz+A==,,,Vancouver,V6K2H5,3255 W Broadway,No,City of Vancouver,Liquor Primary,Good Co. Bars Kits Inc,Good Co. Kitsilano,Use as example when no official job posting available,https://goodcobars.com/careers
2ec7f19f-4573-eb11-b81b-005056832755,"August 8, 2024 12:00 AM (PDT)",B6CyErd+E7Zs8a9MYCMSqHkKgXE0yCLKzS0VotoI1sLIlTWosVP4MToELWrLIiZt/TKmDaW9z2ssT1dbf/Y46A==,,,Vancouver,V7X8A8,507 Burrard Street,Yes,City of Vancouver,Liquor Primary,JOEYS RESTAURANT (BENTALL ONE) INC.,The Wine Room at Joey Bentall One (304639),,
60c7f19f-4573-eb11-b81b-005056832755,"March 20, 2025 5:46 PM (PDT)",MeHZUGaSSKFCTP8S2J+D0wMFjM33yV8/esAh+VUxaZG5Q0xmaWn17TNd0L2flR79ZUFki2saZdbOJPRFFy60sw==,,,Vancouver,V6C0C3,"Unit 36, 1055 Canada Place ",Yes,City of Vancouver,Liquor Primary,BURRARD LANDING ENTERPRISES LTD.,Mahony & Sons Public House (304763),,
734cdabb-9673-eb11-b81b-005056832174,"May 13, 2025 12:17 AM (PDT)",4kqVSQBLcr5CwamNWq1pNGXSqd4qfHmRhEJ4pQWZskBz6t7hxbeQdj+NBBjkw6bKyDuInfnWIfhUizZLdP8CPg==,https://www.parqcasino.com/centre-bar,,Vancouver,V6Z2W1,"6th Floor, 45 Smithe Street",Yes,City of Vancouver,Liquor Primary,Parq Vancouver Limited Partnership,Parq Vancouver (303909),,https://www.parqcasino.com/centre-bar
774cdabb-9673-eb11-b81b-005056832174,"December 20, 2024 11:00 PM (PST)",3wGYTAiIitEmStmDSfEXsw2xV3ncLTOeqUKeLZQaHeSj3kLUTFHgMBegw7vggH1nu6Lm5TjivRM+NmDEKVcbXQ==,,,Vancouver,V6C0B9,1038 Canada Place,Yes,City of Vancouver,Liquor Primary,299 Burrard Management Ltd.,Fairmont Pacific Rim Hotel (303902),,
654cdabb-9673-eb11-b81b-005056832174,"April 4, 2025 5:13 AM (PDT)",idD2QUgpaVFWKnj6p110AvNT39kEGxXSsW6jhwYMn2Qb+x/2Iaw5E5uzD/z7qD6aFlxfHpmA0U6blRO53yp27Q==,Granville Room (303952),,Vancouver,V6Z1L3,957 Granville Street,Yes,City of Vancouver,Liquor Primary,1457374 B.C. LTD.,Granville Room (303952),,
3cc7f19f-4573-eb11-b81b-005056832755,"January 13, 2025 7:15 PM (PST)",nlkZgiEnpkxkToQwvN4xqOQQHMtYwiCi6WSaPOj+BowZPJ5ftOYCh1hMpmExT2UMlhTtdyR+tlE0t3JGTVxCcg==,,,Vancouver,V6J1W9,1619 Broadway W,Yes,City of Vancouver,Liquor Primary,Leopold's Tavern West Broadway Vancouver Inc.,Leopold's Tavern (Vancouver),no job posting,
c8cff19f-4573-eb11-b81b-005056832755,"March 14, 2025 7:00 PM (PDT)",QZ1TgfvHwPz3ACsJd4ZFLZ7t63Ml6pr1WKJ9+oO0j8kZsUoUXdSWr6pjOHPqiS+9Wt43EbxjQF24pe4EuCh17A==,,,Vancouver,V6C0C3,1055 Canada Place,Yes,City of Vancouver,Liquor Primary,B.C. PAVILION CORPORATION,Vancouver Trade & Convention Centre (303491),,
3bdcc2b5-9673-eb11-b81b-005056832174,"March 3, 2025 4:49 PM (PST)",h92Eby04WcdGEXfXGGySQ4wEUrJrZWJO9Y99qlxVSJh3JjkSN8a2xnE5G3oloXllh7RBu/rpyf7rGO4UT//uPQ==,,,Vancouver,V6E0A8,1128 Georgia Street West,Yes,City of Vancouver,Liquor Primary,KBK No. 11 Ventures Ltd.,Shangri-La Hotel Lounge (303531),,
a0c8f19f-4573-eb11-b81b-005056832755,"May 23, 2025 3:10 PM (PDT)",jRCfIZJsFGulfQ81a2nAZ6ZXrALKj1nd/HzeUZHh+cUNrbgLWkjzwv/2tvCXBB55UOBRtZQ959Aqw7OdG3oS2w==,ballyhoo@freehouse.co,,Vancouver,V6Z1X9,103 - 888 Burrard Street,Yes,City of Vancouver,Liquor Primary,THE ACADEMIC PUBLIC HOUSE ENTERPRISES LTD.,The Ballyhoo (302867),,https://www.freehouse.co/locations/ballyhoo
b8cff19f-4573-eb11-b81b-005056832755,"June 2, 2025 9:49 PM (PDT)",Yf+5rAHrm5bvsayGnj5Jagen4r4YiioKeSkeXXzz9ZKsM6BoWPXxoK1VZhgxUG7PnSdbeR+lZ4lGly7sQ/XCxg==,,,Vancouver,V6B6B4,330 West Georgia Street,No,City of Vancouver,Liquor Primary,BLACK STRIPE ENTERPRISES LTD.,Library Square Public House (301409),"Reserve ",https://www.librarysquarepub.com/
f6cff19f-4573-eb11-b81b-005056832755,"May 15, 2025 9:19 PM (PDT)",Hz7QTBFnC2n+JybkZHhP2JOqXcnDvEDzLFx9HW+MueTNaJRlcRdu4lCETwYuC2DR3I8uAIA/DhgK86T3/EOiaQ==,https://www.junctionpub.com/copy-of-contact-bookings,,Vancouver,V6E1N1,1138 Davie St,Yes,City of Vancouver,Liquor Primary,JUNCTION PUBLIC HOUSE LTD.,The Junction,,https://www.junctionpub.com/copy-of-contact-bookings
4f4cdabb-9673-eb11-b81b-005056832174,"May 7, 2025 9:04 PM (PDT)",fToyPv/2TBrPy8yFNGLJ3b9xZn6hYO/6aB7SJ4SGGHtuhUkw/tOBaS71xKlAvgrwkf9RmZHVc+4Ey56T8DK2gA==,,,Vancouver,V6E2X5,1177 Melville Street,Yes,City of Vancouver,Liquor Primary,Wentworth Hotels Ltd.,Tableau Bar (303107),applied some where called maximes,a
aec7f19f-4573-eb11-b81b-005056832755,"June 2, 2025 3:09 PM (PDT)",vrS7LGsTrew7QiHXJKnN2ngctqwNOMeG9kOK38mPBxOh0FxH0xlPuIHqyDybMIsXRxht0lzg7Nl73YUj+AIRiA==,mona@theellis.ca,,Vancouver,V6K1C6,2204 York Ave,Yes,City of Vancouver,Liquor Primary,0459414 B.C. LTD.,The Ellis,"no application or manager email, only bookings",https://www.theellis.ca/
